ts,source_gpkg,layer,polygon_uid,tile_id,predicted_class,decision,corrected_class,n_pixels,area_m2,co_occurring_classes
2026-06-10T17:56:16.126938+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::62,t1090,olivine,reject,alteration,160,5272258.093460947,
2026-06-10T17:56:24.686100+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1371::thresh_0.97::90,t1371,olivine,confirm,,153,5247244.792968988,
2026-06-10T17:56:40.244825+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1374::thresh_0.97::94,t1374,olivine,confirm,,156,5086424.8590118885,
2026-06-10T17:56:47.033788+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1374::thresh_0.97::97,t1374,olivine,reject,alteration,150,4934890.913261771,
2026-06-10T17:57:12.742013+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1160::thresh_0.97::63,t1160,olivine,confirm,,147,4838714.858427197,hcp
2026-06-10T17:57:18.223995+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::35,t1087,olivine,reject,alteration,130,4232978.375516757,
2026-06-10T17:57:27.472295+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1230::thresh_0.97::67,t1230,olivine,skip,,123,4067098.4968565106,
2026-06-10T17:57:32.968442+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::49,t1090,olivine,reject,alteration,108,3521699.776561305,
2026-06-10T17:57:37.412474+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::34,t1087,olivine,reject,alteration,97,3162296.3912256695,
2026-06-10T17:57:47.519151+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1160::thresh_0.97::64,t1160,olivine,confirm,,85,2789373.7925596833,hcp
2026-06-10T17:57:56.196007+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1371::thresh_0.97::91,t1371,olivine,confirm,,80,2709721.626036763,
2026-06-10T17:58:01.664464+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::55,t1090,olivine,reject,alteration,75,2469942.490846187,
2026-06-10T17:58:08.797426+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1088::thresh_0.97::38,t1088,olivine,reject,alteration,63,2129831.9505186975,
2026-06-10T17:58:15.694990+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1371::thresh_0.97::87,t1371,olivine,confirm,,66,2109816.7618840933,
2026-06-10T17:58:23.396676+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1372::thresh_0.97::92,t1372,olivine,confirm,,60,1974575.5083184242,
2026-06-10T17:58:37.054922+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1090::thresh_0.97::54,t1090,olivine,skip,,57,1877120.9381586313,
2026-06-10T17:58:50.015873+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1085::thresh_0.97::1,t1085,olivine,reject,ambiguous,55,1861418.0782898664,
2026-06-10T17:58:56.852712+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1160::thresh_0.97::66,t1160,olivine,skip,,55,1833619.8439005464,
2026-06-10T17:59:45.264722+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.95,t1090::thresh_0.95::61,t1090,olivine,reject,alteration,10246,336964900.7946232,
2026-06-10T17:59:56.310156+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1371::thresh_0.97::84,t1371,olivine,confirm,,45,1471477.769456029,
2026-06-10T18:00:04.242417+00:00,vector_mc11_v3_denoising/olivine.gpkg,thresh_0.97,t1087::thresh_0.97::27,t1087,olivine,reject,alteration,43,1416027.7334936038,
