class,source,tile_id,polygon_id,n_px,confidence_weight,degenerate,own_angle_deg,nearest_other_class,nearest_other_angle_deg,margin_deg,suspect
hcp,hand,t0573,4,6087,1.0,False,2.4266595272474096,lcp,2.3033192248276726,-0.12334030241973704,True
olivine,hand,t0434,12,90,1.0,False,1.098872697469238,plagioclase,0.9756480855769939,-0.1232246118922441,True
plagioclase,hand,t0290,4,235,1.0,False,1.3164918262543956,lcp,1.1939006509158188,-0.12259117533857689,True
hcp,hand,t0435,259,672,1.0,False,0.8465675839930422,olivine,0.7241376852927854,-0.12242989870025678,True
olivine,hand,t0364,28,78,1.0,False,0.8304734640669728,hcp,0.7099480079593716,-0.12052545610760113,True
hcp,confirmed,t1090,1166151274,8,0.75,True,3.0028375224164456,lcp,2.8823424895480647,-0.12049503286838092,True
lcp,hand,t0365,2,127,1.0,False,1.373161627881564,plagioclase,1.2529014446331643,-0.1202601832483996,True
alteration,tag,t1090,2660745862,56,1.0,False,2.0134443255708647,olivine,1.8934583745993432,-0.11998595097152154,True
hcp,confirmed,t1104,931920433,32696,1.0,False,3.4199829001056083,lcp,3.301325764372742,-0.11865713573286651,True
hcp,hand,t0364,24,292,1.0,False,0.8902645403784324,plagioclase,0.7722829829279891,-0.11798155745044325,True
olivine,hand,t0432,63,38,1.0,False,1.6070838709289292,hcp,1.490059670078626,-0.1170242008503033,True
hcp,hand,t0682,6,1532,1.0,False,1.8737271628437522,lcp,1.7569946953423277,-0.11673246750142452,True
lcp,hand,t0364,275,133,1.0,False,1.1758154881842218,plagioclase,1.0611315511401136,-0.11468393704410818,True
olivine,confirmed,t1250,2519870908,26417,1.0,False,1.6418201766301634,hcp,1.5272428790218862,-0.11457729760827728,True
plagioclase,hand,t0525,786,135,1.0,False,1.3944942942640077,lcp,1.2804825690562944,-0.1140117252077133,True
hcp,hand,t0433,145,91,1.0,False,1.9114672293790886,lcp,1.7979534177806704,-0.11351381159841822,True
junk,tag,t1105,2186172776,11,1.0,False,1.9894238390857557,bland,1.8760239827446408,-0.11339985634111494,True
lcp,hand,t0822,8,923,1.0,False,2.613399405523639,hcp,2.5019724675064796,-0.1114269380171593,True
lcp,hand,t0602,312,97,1.0,False,1.2675151231865964,plagioclase,1.1561946466416864,-0.11132047654491006,True
hcp,hand,t0435,159,509,1.0,False,0.907437229460699,olivine,0.7982987722824432,-0.10913845717825588,True
olivine,hand,t0184,10,102,1.0,False,1.770090584046337,plagioclase,1.6610402241338014,-0.10905035991253564,True
lcp,hand,t0528,190,126,1.0,False,1.8500122069724108,plagioclase,1.7410434323764257,-0.10896877459598509,True
plagioclase,hand,t0602,822,427,1.0,False,1.4548099763684437,lcp,1.3468577746059731,-0.10795220176247056,True
hcp,hand,t0434,130,1102,1.0,False,0.720956202364516,olivine,0.6135883478246905,-0.10736785453982545,True
plagioclase,hand,t0576,14,100,1.0,False,1.19108410161204,hcp,1.0852086860037355,-0.10587541560830438,True
plagioclase,hand,t0530,846,644,1.0,False,1.3199051112923972,lcp,1.2154294205849303,-0.10447569070746687,True
hcp,hand,t0364,160,85,1.0,False,1.1540884102782165,olivine,1.0527136949330507,-0.10137471534516584,True
lcp,hand,t0364,124,181,1.0,False,1.3203634750823476,plagioclase,1.2208421703049044,-0.09952130477744325,True
lcp,hand,t0504,60,135,1.0,False,3.605067205442308,bland,3.5065267281098427,-0.0985404773324654,True
hcp,hand,t0433,23,192,1.0,False,0.8246615853248546,olivine,0.7267962322895654,-0.0978653530352892,True
hcp,hand,t0600,17,141,1.0,False,1.0096661655140713,plagioclase,0.9118559721872088,-0.09781019332686247,True
plagioclase,hand,t0240,81,17,1.0,False,2.298402494254387,olivine,2.2006374909994686,-0.09776500325491844,True
plagioclase,hand,t0530,927,2333,1.0,False,1.6902162562787286,olivine,1.5925501044330166,-0.09766615184571203,True
plagioclase,hand,t0527,809,54,1.0,False,1.5876979170399954,lcp,1.4902140481384447,-0.0974838689015507,True
hcp,hand,t0433,297,82,1.0,False,1.6143792127566658,olivine,1.5199231448494395,-0.09445606790722638,True
olivine,hand,t0435,413,32,1.0,False,1.3769203229192348,plagioclase,1.283576558487685,-0.09334376443154979,True
bland,reassigned,t1248,1929911840,438,1.0,False,2.512902668444361,junk,2.420714388510004,-0.09218827993435719,True
olivine,confirmed,t1371,2532917065,66,1.0,False,2.098392534168249,hcp,2.0067704132740496,-0.09162212089419919,True
lcp,hand,t0600,85,100,1.0,False,1.2208485825552968,plagioclase,1.1304367513981066,-0.0904118311571902,True
olivine,hand,t0236,110,83,1.0,False,1.8364377046685711,plagioclase,1.7463232145656706,-0.09011449010290051,True
lcp,hand,t0365,29,562,1.0,False,1.220001106140117,plagioclase,1.1306290639891752,-0.08937204215094185,True
olivine,hand,t0435,221,332,1.0,False,0.7571591040920972,hcp,0.6682882739527621,-0.08887083013933506,True
olivine,hand,t0434,48,2075,1.0,False,0.7622125609639493,hcp,0.6735185859984117,-0.08869397496553755,True
hcp,hand,t0433,48,49,1.0,False,1.7803001264902283,olivine,1.6934001000566115,-0.08690002643361683,True
plagioclase,hand,t0435,438,123,1.0,False,1.048971778602067,hcp,0.9628172586961025,-0.08615451990596446,True
plagioclase,hand,t0504,28,1676,1.0,False,2.15806241831045,lcp,2.07228823490933,-0.08577418340111986,True
bland,reassigned,t1320,2690712283,33,1.0,False,2.1100378876446975,junk,2.0243258324964506,-0.08571205514824687,True
lcp,hand,t0434,210,234,1.0,False,1.2777636799783167,plagioclase,1.1923095552989988,-0.0854541246793179,True
plagioclase,hand,t0576,18,30,1.0,False,1.0901699709027424,olivine,1.0052176126953212,-0.0849523582074212,True
lcp,hand,t0365,50,11,1.0,False,1.5312595439357892,plagioclase,1.4465002764226713,-0.08475926751311791,True
plagioclase,hand,t0600,987,372,1.0,False,1.6875695900928063,olivine,1.6042760762204604,-0.08329351387234585,True
lcp,hand,t0507,62,191,1.0,False,1.8674885260005505,hcp,1.785106740950581,-0.08238178504996951,True
olivine,hand,t0184,18,312,1.0,False,1.6700912180886582,plagioclase,1.5911590721733355,-0.07893214591532272,True
plagioclase,hand,t0504,30,2754,1.0,False,1.7719468672632732,hcp,1.6935223367443863,-0.07842453051888687,True
lcp,hand,t0436,21,26,1.0,False,1.2408487414713596,plagioclase,1.1632637135075037,-0.07758502796385591,True
hcp,hand,t0290,43,159,1.0,False,1.0564843149717704,plagioclase,0.9793723950323554,-0.07711191993941502,True
lcp,confirmed,t1249,1333486398,27,1.0,False,4.338356216303005,bland,4.2625425638976235,-0.0758136524053814,True
hcp,hand,t0573,0,3698,1.0,False,2.767343574283512,lcp,2.6941635609411665,-0.0731800133423457,True
hcp,hand,t0240,40,43,1.0,False,1.2496897495712211,lcp,1.176841746966647,-0.07284800260457414,True
hcp,hand,t0434,138,439,1.0,False,1.2505226147217259,olivine,1.1783071423223745,-0.07221547239935133,True
plagioclase,hand,t0236,102,33,1.0,False,2.1778809439162945,olivine,2.1092133576034224,-0.06866758631287206,True
olivine,reassigned,t1322,2650969749,28,1.0,False,3.8946788492173514,hcp,3.8260873355748206,-0.0685915136425308,True
plagioclase,hand,t0504,112,3336,1.0,False,1.1773326551846566,hcp,1.11118822522433,-0.06614442996032666,True
olivine,hand,t0236,84,138,1.0,False,1.5596244483697534,plagioclase,1.4936768505534732,-0.06594759781628023,True
olivine,hand,t0436,110,383,1.0,False,0.7401199179034703,plagioclase,0.6760149116286861,-0.06410500627478422,True
lcp,hand,t0437,34,249,1.0,False,1.1620195828894393,plagioclase,1.0990859197581178,-0.06293366313132154,True
lcp,hand,t0600,44,28,1.0,False,1.688974436210126,plagioclase,1.6263321242243576,-0.06264231198576842,True
plagioclase,hand,t0433,307,25,1.0,False,1.711443043006122,hcp,1.650185558532549,-0.061257484473573154,True
lcp,hand,t0599,177,89,1.0,False,4.428105276748392,hcp,4.367088237720721,-0.06101703902767053,True
lcp,hand,t0437,66,33,1.0,False,1.4164316040114144,plagioclase,1.3557592498269404,-0.06067235418447403,True
lcp,hand,t0531,154,1517,1.0,False,1.2624109742209368,plagioclase,1.2018482603071248,-0.06056271391381207,True
lcp,hand,t0437,6,131,1.0,False,1.2107182800138514,plagioclase,1.1507773907624723,-0.05994088925137908,True
plagioclase,hand,t0435,251,300,1.0,False,1.1797238888779753,hcp,1.1202142810976206,-0.059509607780354745,True
olivine,hand,t0432,19,275,1.0,False,1.240650520170566,hcp,1.181586965924864,-0.05906355424570209,True
plagioclase,hand,t0600,780,70,1.0,False,2.061466853681461,olivine,2.0036845627316446,-0.05778229094981624,True
junk,tag,t1176,3715726285,63,1.0,False,4.15703478639739,bland,4.100218423395155,-0.056816363002234915,True
olivine,hand,t0436,173,24,1.0,False,1.9106320030806,hcp,1.853981795712122,-0.056650207368478034,True
hcp,hand,t0435,227,3142,1.0,False,1.1945634871499953,plagioclase,1.1380642624760755,-0.05649922467391977,True
plagioclase,hand,t0505,68,171,1.0,False,1.0588098775609731,hcp,1.002569005262057,-0.056240872298916056,True
lcp,hand,t0437,68,36,1.0,False,1.4355604968025155,plagioclase,1.3798496684059949,-0.05571082839652064,True
lcp,confirmed,t1249,2685927246,49,1.0,False,4.669988802477017,bland,4.615625922912936,-0.05436287956408137,True
plagioclase,hand,t0435,454,24,1.0,False,1.738776984519634,lcp,1.6844428690644324,-0.054334115455201504,True
olivine,hand,t0294,37,13,1.0,False,1.6256939048315568,plagioclase,1.572063757247248,-0.05363014758430884,True
hcp,hand,t0436,56,52,1.0,False,1.206534867330492,olivine,1.1530832134605562,-0.05345165386993589,True
hcp,hand,t0364,209,167,1.0,False,1.7666132958836802,lcp,1.7140493532363852,-0.052563942647295026,True
olivine,hand,t0504,12,24,1.0,False,0.7736516888307784,hcp,0.7248728545687158,-0.04877883426206264,True
hcp,hand,t0436,3,215,1.0,False,0.8617042083802303,olivine,0.8146071365126673,-0.04709707186756307,True
plagioclase,hand,t0236,104,43,1.0,False,1.7753579271939073,olivine,1.7290852558824377,-0.046272671311469615,True
lcp,hand,t0599,303,62,1.0,False,1.706865929603115,plagioclase,1.6606968083947513,-0.046169121208363695,True
hcp,hand,t0435,217,476,1.0,False,1.146623151605973,olivine,1.101258881066237,-0.04536427053973613,True
lcp,hand,t0364,176,247,1.0,False,1.0431279753116665,plagioclase,0.9989210745074507,-0.04420690080421574,True
hcp,hand,t0818,15,1564,1.0,False,2.395344815221927,lcp,2.357475989183124,-0.03786882603880315,True
olivine,hand,t0434,166,244,1.0,False,1.3187097280390414,hcp,1.2822013301640036,-0.03650839787503779,True
hcp,hand,t0433,70,28,1.0,False,1.8053357430360573,olivine,1.769438819415454,-0.03589692362060326,True
lcp,hand,t0364,277,208,1.0,False,0.9437049500029384,plagioclase,0.9078237750798717,-0.03588117492306675,True
plagioclase,hand,t0506,66,32,1.0,False,0.954733402479454,lcp,0.9189904663659487,-0.03574293611350532,True
plagioclase,hand,t0435,243,1125,1.0,False,0.7748723593144533,olivine,0.7410646554395078,-0.03380770387494547,True
lcp,hand,t0530,129,625,1.0,False,1.435483806273276,plagioclase,1.4030487788463055,-0.032435027426970464,True
plagioclase,hand,t0361,10,132,1.0,False,1.9440606662974822,lcp,1.912594627880663,-0.031466038416819275,True
olivine,hand,t0236,59,202,1.0,False,1.393751082870061,plagioclase,1.3626884609332333,-0.03106262193682774,True
plagioclase,hand,t0432,5,102,1.0,False,1.3417761257573912,lcp,1.3113146577142096,-0.030461468043181616,True
hcp,hand,t0434,144,108,1.0,False,0.6818190570648986,olivine,0.6520361763908706,-0.02978288067402801,True
olivine,hand,t0361,4,125,1.0,False,1.6698441987374444,plagioclase,1.6405280474031818,-0.029316151334262575,True
hcp,hand,t0435,219,763,1.0,False,1.905181827967916,lcp,1.8763261649844793,-0.02885566298343667,True
olivine,hand,t0436,175,61,1.0,False,0.7896304048451999,hcp,0.7613579470033424,-0.0282724578418575,True
hcp,hand,t0361,20,175,1.0,False,1.0275038584013563,plagioclase,1.0003005066829127,-0.02720335171844357,True
plagioclase,hand,t0504,118,100,1.0,False,1.5188511180309128,lcp,1.4923668387388613,-0.026484279292051438,True
plagioclase,hand,t0600,771,87,1.0,False,1.605427072138813,olivine,1.5803257261022192,-0.025101346036593863,True
hcp,hand,t0434,230,63,1.0,False,1.4767268380458034,lcp,1.4523870977324882,-0.024339740313315206,True
lcp,hand,t0508,8,142,1.0,False,1.24432741041954,plagioclase,1.2202246713890204,-0.024102739030519738,True
olivine,hand,t0503,7,1027,1.0,False,1.6761515391455022,hcp,1.6527816713705665,-0.02336986777493566,True
hcp,hand,t0359,15,845,1.0,False,0.7280629549170425,olivine,0.704763015215548,-0.023299939701494576,True
plagioclase,hand,t0364,247,58,1.0,False,1.2782776099058903,lcp,1.2550124927324353,-0.02326511717345503,True
olivine,hand,t0506,8,64,1.0,False,1.1858785272240344,hcp,1.164234005001747,-0.02164452222228741,True
hcp,hand,t0290,47,288,1.0,False,0.6628548477284794,olivine,0.6425573419640402,-0.020297505764439117,True
olivine,hand,t0507,54,15,1.0,False,1.2066356232731623,plagioclase,1.1865299414771353,-0.02010568179602701,True
hcp,hand,t0436,6,87,1.0,False,1.3636316791181298,olivine,1.347681750076857,-0.015949929041272792,True
lcp,hand,t0435,137,61,1.0,False,2.28565634319244,plagioclase,2.2703761971806857,-0.015280146011754425,True
olivine,hand,t0237,8,301,1.0,False,1.4096403173958556,plagioclase,1.3952126060072114,-0.014427711388644182,True
lcp,hand,t0437,14,1450,1.0,False,1.4864666125700763,plagioclase,1.4740049261289643,-0.012461686441112008,True
hcp,hand,t0432,30,304,1.0,False,1.2130073568314683,olivine,1.2008705762688299,-0.01213678056263845,True
plagioclase,hand,t0598,761,35,1.0,False,1.6200574408896526,lcp,1.6088950670232478,-0.01116237386640484,True
plagioclase,hand,t0365,46,44,1.0,False,1.7150365327176498,olivine,1.7052204575038987,-0.009816075213751052,True
plagioclase,hand,t0530,794,152,1.0,False,1.7458678037497457,olivine,1.7361722045553996,-0.00969559919434615,True
hcp,hand,t0435,65,148,1.0,False,0.9005989578122383,plagioclase,0.8910510172399447,-0.009547940572293578,True
olivine,hand,t0236,21,141,1.0,False,0.9205744512212243,plagioclase,0.9112860909408438,-0.009288360280380492,True
hcp,hand,t0435,289,14,1.0,False,1.0774460945029605,olivine,1.0697131360552514,-0.0077329584477090485,True
hcp,hand,t0364,17,249,1.0,False,0.8061790016947445,plagioclase,0.7991062850761855,-0.007072716618559016,True
lcp,hand,t0437,8,67,1.0,False,1.1764811456984405,plagioclase,1.1695251662408854,-0.006955979457555106,True
olivine,hand,t0290,53,261,1.0,False,0.7736331420353795,hcp,0.7670990046760473,-0.0065341373593321705,True
hcp,hand,t0359,12,1428,1.0,False,1.33495512211786,lcp,1.3297156131056063,-0.005239509012253674,True
plagioclase,hand,t0598,854,138,1.0,False,2.4587074615408846,olivine,2.4540135025510508,-0.004693958989833824,True
plagioclase,hand,t0531,891,170,1.0,False,2.1603620920343105,olivine,2.156435838217142,-0.00392625381716849,True
lcp,hand,t0507,66,49,1.0,False,1.2182234272183403,plagioclase,1.214852789931129,-0.00337063728721132,True
hcp,hand,t0432,25,78,1.0,False,1.281937573767837,olivine,1.2792400151014425,-0.0026975586663944284,True
hcp,hand,t0433,181,37,1.0,False,0.9238971872636734,plagioclase,0.9228290838453761,-0.0010681034182973281,True
hcp,hand,t0645,0,1921,1.0,False,1.402316489626668,plagioclase,1.4057572018827846,0.0034407122561166403,False
hcp,hand,t0433,433,874,1.0,False,1.3178116530320747,lcp,1.3221555556839204,0.004343902651845699,False
lcp,hand,t0672,224,680,1.0,False,1.5724625210797332,plagioclase,1.5788749818151293,0.006412460735396142,False
olivine,hand,t0432,27,96,1.0,False,0.9090621783246378,hcp,0.9155490289189073,0.0064868505942695665,False
plagioclase,hand,t0505,70,143,1.0,False,1.0214631996803134,hcp,1.0280587260430176,0.006595526362704218,False
olivine,hand,t0290,13,72,1.0,False,1.1299147391077387,plagioclase,1.1368001181716794,0.006885379063940711,False
plagioclase,hand,t0433,237,83,1.0,False,2.14252675458526,hcp,2.149614249827167,0.007087495241906883,False
olivine,hand,t0578,16,207,1.0,False,2.0092982509004518,hcp,2.0165735974968495,0.007275346596397725,False
hcp,hand,t0435,405,38,1.0,False,1.1361518159290256,plagioclase,1.1465138375738657,0.010362021644840125,False
plagioclase,hand,t0434,182,82,1.0,False,1.1669809378737968,lcp,1.177410714051765,0.010429776177968142,False
lcp,hand,t0436,101,39,1.0,False,1.0666365369101056,plagioclase,1.077679595990515,0.011043059080409368,False
hcp,hand,t0435,425,98,1.0,False,0.636818035594857,olivine,0.6485046713166569,0.011686635721799954,False
hcp,hand,t0365,38,131,1.0,False,0.7367256218906527,olivine,0.7490216888857968,0.012296066995144073,False
hcp,hand,t0364,159,1712,1.0,False,0.8009212996441638,olivine,0.8140260311560357,0.013104731511871859,False
plagioclase,hand,t0576,12,248,1.0,False,1.5192728966710494,olivine,1.5338551260177213,0.014582229346671971,False
plagioclase,hand,t0365,15,371,1.0,False,1.6054037022101664,olivine,1.621130325752359,0.015726623542192675,False
olivine,hand,t0433,269,18,1.0,False,1.3209434039685681,hcp,1.3378570827066951,0.01691367873812699,False
plagioclase,hand,t0602,805,406,1.0,False,1.490530336872298,olivine,1.5076554583066273,0.017125121434329316,False
olivine,hand,t0432,39,92,1.0,False,0.811046634757234,hcp,0.8306119246870765,0.01956528992984241,False
hcp,hand,t0434,184,109,1.0,False,1.0831833750842077,plagioclase,1.1029079838501201,0.01972460876591242,False
hcp,hand,t0433,131,409,1.0,False,1.0521512454822166,plagioclase,1.0735100897656167,0.02135884428340007,False
hcp,hand,t0436,72,296,1.0,False,1.2113124206726644,olivine,1.2329880066580718,0.02167558598540742,False
plagioclase,hand,t0530,994,100,1.0,False,1.6169422896221135,olivine,1.6407609334843927,0.023818643862279165,False
bland,reassigned,t1176,3245039303,12,1.0,False,3.8200316645871504,junk,3.8440090642584552,0.023977399671304855,False
olivine,reassigned,t1250,3405780844,111,1.0,False,7.927947543317309,hcp,7.952052935282617,0.02410539196530781,False
olivine,hand,t0294,21,68,1.0,False,0.8819445748889145,plagioclase,0.9064308891418991,0.02448631425298453,False
plagioclase,hand,t0435,249,1979,1.0,False,0.7103556171798227,hcp,0.7360530052769082,0.02569738809708555,False
olivine,hand,t0433,419,51,1.0,False,2.0851545896978307,hcp,2.1152184017906213,0.03006381209279052,False
olivine,hand,t0364,88,44,1.0,False,0.8419712216128767,hcp,0.8742212526298563,0.03225003101697954,False
hcp,hand,t0364,141,37,1.0,False,5.916950027591844,lcp,5.949659250420398,0.032709222828553486,False
olivine,hand,t0237,36,157,1.0,False,1.5931785467177468,plagioclase,1.6260010700484964,0.03282252333074953,False
hcp,hand,t0361,8,160,1.0,False,0.9794385051825247,olivine,1.0124594534984948,0.03302094831597002,False
olivine,hand,t0505,14,51,1.0,False,1.6562458989970523,hcp,1.6893587422040763,0.03311284320702401,False
lcp,hand,t0437,2,60,1.0,False,1.3315504141965546,plagioclase,1.365594327620266,0.03404391342371138,False
lcp,hand,t0364,259,320,1.0,False,1.002876548253215,plagioclase,1.0374937809615992,0.03461723270838424,False
lcp,hand,t0599,288,168,1.0,False,1.180497851117563,plagioclase,1.2165425891241406,0.03604473800657759,False
lcp,hand,t0437,56,69,1.0,False,1.4650878131504483,plagioclase,1.5025808340153688,0.03749302086492046,False
olivine,hand,t0432,29,35,1.0,False,1.2401389226787227,hcp,1.2782173920766933,0.03807846939797055,False
olivine,confirmed,t1250,3840096563,6309,1.0,False,2.105236931531743,hcp,2.1436230125845532,0.03838608105281027,False
bland,reassigned,t1300,985863840,565,1.0,False,3.506452977093126,junk,3.545708742635432,0.039255765542306253,False
lcp,hand,t0364,281,151,1.0,False,0.9494619885810383,plagioclase,0.9900535935224832,0.04059160494144498,False
plagioclase,hand,t0435,399,29,1.0,False,2.465519311939602,lcp,2.506385887785899,0.040866575846296715,False
junk,tag,t1090,2702758793,52,1.0,False,6.383789578040099,bland,6.425315127495758,0.04152554945565967,False
plagioclase,hand,t0601,876,62,1.0,False,0.9488245291410974,olivine,0.9905292362034928,0.041704707062395374,False
hcp,hand,t0672,6,185,1.0,False,1.516843047389402,lcp,1.5585688081021556,0.04172576071275369,False
plagioclase,hand,t0435,163,22,1.0,False,1.6378366170882084,olivine,1.6796938201303284,0.04185720304212004,False
bland,reassigned,t1248,2846089962,19,1.0,False,2.381720565565339,junk,2.4238798685645335,0.04215930299919446,False
plagioclase,hand,t0508,18,20,1.0,False,0.8762797386362053,olivine,0.9188328082672128,0.04255306963100747,False
olivine,hand,t0433,93,877,1.0,False,1.2391266543375183,hcp,1.2825199132435008,0.043393258905982446,False
lcp,hand,t0528,179,958,1.0,False,3.058111826121048,bland,3.10448975599448,0.046377929873432144,False
plagioclase,hand,t0432,89,55,1.0,False,0.8858827777752241,hcp,0.9348766318323157,0.04899385405709167,False
hcp,hand,t0436,126,362,1.0,False,2.0702338747097904,olivine,2.1195939342137002,0.04936005950390987,False
hcp,hand,t0433,19,228,1.0,False,1.6854002705580682,olivine,1.7368782529020075,0.0514779823439393,False
plagioclase,hand,t0600,990,233,1.0,False,1.2393746377080823,olivine,1.291940353917251,0.05256571620916861,False
hcp,hand,t0433,85,31,1.0,False,0.7457236712448644,olivine,0.7984358200144903,0.05271214876962593,False
bland,reassigned,t1176,3617129078,246,1.0,False,4.177265213414642,junk,4.23141297106616,0.054147757651517914,False
lcp,hand,t0435,397,515,1.0,False,1.9893934480497357,hcp,2.043991949406308,0.05459850135657218,False
hcp,hand,t0436,4,194,1.0,False,1.111250260186235,olivine,1.1664400472706802,0.05518978708444511,False
hcp,hand,t0436,95,14,1.0,False,1.0618951622464992,olivine,1.1175759552475988,0.05568079300109963,False
plagioclase,hand,t0600,842,1311,1.0,False,1.4674387810429903,olivine,1.523627135287227,0.05618835424423674,False
hcp,hand,t0433,20,346,1.0,False,1.6565458667497972,olivine,1.7148791289722662,0.05833326222246904,False
plagioclase,hand,t0600,933,409,1.0,False,2.6917150560236776,olivine,2.7514749740727646,0.05975991804908709,False
plagioclase,hand,t0531,834,61,1.0,False,1.6237397309610728,olivine,1.6838145311068606,0.06007480014578781,False
lcp,confirmed,t1249,58382356,23601,1.0,False,3.1857350363652346,bland,3.2459030016072736,0.060167965242039045,False
plagioclase,hand,t0600,1006,607,1.0,False,1.6922449447354801,olivine,1.7525833746010124,0.060338429865532284,False
plagioclase,hand,t0236,31,118,1.0,False,1.4242033300479375,olivine,1.4864154682443325,0.06221213819639493,False
hcp,hand,t0645,12,1282,1.0,False,2.0985863311421453,lcp,2.161323661996214,0.06273733085406885,False
lcp,hand,t0600,73,9,1.0,True,1.2839175452482023,plagioclase,1.348409885392839,0.06449234014463667,False
olivine,hand,t0237,38,145,1.0,False,1.1085694682478724,plagioclase,1.1736095673854745,0.06504009913760211,False
olivine,hand,t0436,112,153,1.0,False,0.7374383513843374,plagioclase,0.8031301716731482,0.06569182028881071,False
plagioclase,hand,t0432,87,65,1.0,False,0.7588268579621469,hcp,0.8252772954528375,0.06645043749069057,False
hcp,hand,t0435,444,25,1.0,False,1.2016153118153066,plagioclase,1.268193806604159,0.06657849478885236,False
hcp,hand,t0364,0,1128,1.0,False,2.930927840594336,lcp,2.998605931638047,0.06767809104371114,False
lcp,hand,t0530,247,166,1.0,False,1.1585860840120084,plagioclase,1.2264008732638993,0.067814789251891,False
hcp,hand,t0436,9,136,1.0,False,1.5169196916879961,olivine,1.5860090507444047,0.06908935905640856,False
olivine,hand,t0240,87,9,1.0,True,0.9460490847549278,plagioclase,1.0154197507163594,0.0693706659614316,False
lcp,hand,t0435,73,14,1.0,False,1.475457638210325,hcp,1.5457443811212863,0.07028674291096126,False
plagioclase,hand,t0236,55,85,1.0,False,1.1424676584400864,hcp,1.2133204244529026,0.0708527660128162,False
plagioclase,hand,t0599,971,171,1.0,False,1.4921779107922135,olivine,1.563395801363456,0.07121789057124239,False
hcp,hand,t0436,31,105,1.0,False,0.7687374846677191,olivine,0.8402853655399377,0.07154788087221864,False
hcp,hand,t0435,199,227,1.0,False,0.9463011664936247,plagioclase,1.0184948659467539,0.07219369945312915,False
olivine,hand,t0434,190,19,1.0,False,1.4808044206094406,plagioclase,1.5544247381901262,0.07362031758068555,False
olivine,hand,t0435,6,69,1.0,False,0.8162915126658274,plagioclase,0.8905130765459893,0.07422156388016188,False
lcp,hand,t0505,26,66,1.0,False,1.807010369611339,hcp,1.8815196234008658,0.07450925378952666,False
hcp,hand,t0435,291,184,1.0,False,1.0044255786134608,olivine,1.079638863296496,0.07521328468303512,False
hcp,hand,t0435,277,74,1.0,False,1.8870960396958067,lcp,1.9623876821635886,0.07529164246778186,False
plagioclase,hand,t0530,958,357,1.0,False,1.553399831464323,lcp,1.6299672361539,0.07656740468957701,False
lcp,hand,t0504,58,108,1.0,False,3.516520069325883,bland,3.5930981588547253,0.07657808952884215,False
lcp,hand,t0364,45,54,1.0,False,1.1387059424246626,hcp,1.2158877120262919,0.07718176960162926,False
plagioclase,hand,t0434,10,142,1.0,False,0.9027134786218253,hcp,0.9810195424480762,0.07830606382625094,False
olivine,hand,t0436,109,60,1.0,False,0.9987591478734681,hcp,1.077558590972897,0.07879944309942899,False
plagioclase,hand,t0236,68,66,1.0,False,1.636822311414259,olivine,1.7180585866516886,0.0812362752374296,False
hcp,hand,t0435,331,2240,1.0,False,0.8062227187703122,olivine,0.8884100888514812,0.08218737008116905,False
plagioclase,hand,t0601,882,80,1.0,False,1.225188427790406,olivine,1.3078272489297504,0.08263882113934451,False
lcp,hand,t0435,16,52,1.0,False,1.1171182259569217,plagioclase,1.2001326615146248,0.08301443555770316,False
hcp,hand,t0436,69,1163,1.0,False,0.9354116101290033,olivine,1.0191107311783598,0.0836991210493565,False
lcp,confirmed,t1249,2116256725,9,1.0,True,6.18288619171777,bland,6.268524985989992,0.08563879427222165,False
plagioclase,hand,t0506,58,21,1.0,False,0.9096293017524811,olivine,0.9959609221406969,0.08633162038821574,False
lcp,hand,t0436,1,194,1.0,False,1.8839497502018527,hcp,1.970768823356899,0.08681907315504622,False
olivine,hand,t0364,89,82,1.0,False,0.7415253978252165,hcp,0.8303115603379195,0.08878616251270299,False
plagioclase,hand,t0531,764,252,1.0,False,1.6781418556532612,olivine,1.7673721671435707,0.08923031149030947,False
plagioclase,hand,t0531,984,103,1.0,False,1.3253158661493334,olivine,1.4152947634512874,0.08997889730195396,False
plagioclase,hand,t0600,970,269,1.0,False,1.3256217763078764,olivine,1.416250769502724,0.09062899319484763,False
olivine,hand,t0240,67,52,1.0,False,2.073390744914233,plagioclase,2.1648799524011855,0.09148920748695266,False
lcp,hand,t0434,194,701,1.0,False,1.7682416553954654,hcp,1.8602891110476623,0.09204745565219685,False
hcp,hand,t0290,39,991,1.0,False,2.6920195375006943,lcp,2.784346565810146,0.09232702830945172,False
hcp,hand,t0433,171,47,1.0,False,0.7357372543722541,olivine,0.8281769310990686,0.09243967672681452,False
olivine,hand,t0435,135,32,1.0,False,1.9018288018902019,plagioclase,1.9944608837194258,0.09263208182922389,False
hcp,hand,t0433,150,233,1.0,False,1.2622320724237148,plagioclase,1.3552062767995887,0.09297420437587389,False
olivine,hand,t0435,133,89,1.0,False,2.157800618062569,hcp,2.2510623548842967,0.09326173682172767,False
hcp,hand,t0433,57,92,1.0,False,1.661523214430121,olivine,1.7566524148204683,0.09512920039034722,False
lcp,hand,t0436,24,82,1.0,False,1.2917811940252844,plagioclase,1.3869607688486458,0.09517957482336148,False
alteration,confirmed,t1393,1581134000,20,0.5,False,3.88110261695894,lcp,3.9778291642721473,0.09672654731320707,False
olivine,hand,t0436,111,81,1.0,False,0.8038386729821161,hcp,0.9006509599296155,0.09681228694749944,False
